,b,new_solar_cap,new_wind_cap,node_id,,,
117,200,0,3,0,,,
118,200,0,3,1,,,
119,200,0,3,2,,,
120,200,0,3,3,,,
121,200,0,3,4,,,
122,200,0,3,5,,,
123,200,0,3,6,,,
124,200,0,3,7,,,
125,200,0,3,8,,,
126,200,0,3,9,,,
127,200,0,3,10,,,
128,200,0,3,11,,,
129,200,0,3,12,,,
130,200,0,3,13,,,
131,200,0,3,14,,,
132,200,0,3,15,,,
133,200,0,3,16,,,
134,200,0,3,17,,,
135,200,0,3,18,,,
136,200,0,3,19,,,
137,200,0,3,20,,,
138,200,0,3,21,,,
139,200,0,3,22,,,
140,200,0,3,23,,,
141,200,0,3,24,,,
142,200,0,2.15,25,,,
143,200,0,2.15,26,,,
144,200,0,2.15,27,,,
145,200,0,2.15,28,,,
146,200,0,2.15,29,,,
147,200,0,2.15,30,,,
148,200,0,0,31,,,
149,200,0,0,32,,,
150,200,0,0,33,,,
151,200,0,0,34,,,
152,200,0,0,35,,,
153,200,0,0,36,,,
154,200,0,0,37,,,
155,200,0,0,38,,,
156,300,3.08,3,0,,,
157,300,3.08,3,1,,,
158,300,3.08,3,2,,,
159,300,3.08,3,3,,,
160,300,0,3,4,,,
161,300,0,3,5,,,
162,300,0,3,6,,,
163,300,0,3,7,,,
164,300,0,3,8,,,
165,300,0,3,9,,,
166,300,0,3,10,,,
167,300,0,3,11,,,
168,300,0,3,12,,,
169,300,0,3,13,,,
170,300,0,3,14,,,
171,300,0,3,15,,,
172,300,0,3,16,,,
173,300,0,3,17,,,
174,300,0,3,18,,,
175,300,0,3,19,,,
176,300,0,3,20,,,
177,300,0,3,21,,,
178,300,0,3,22,,,
179,300,0,3,23,,,
180,300,0,3,24,,,
181,300,0,3,25,,,
182,300,0,3,26,,,
183,300,0,3,27,,,
184,300,0,3,28,,,
185,300,0,3,29,,,
186,300,0,3,30,,,
187,300,0,3,31,,,
188,300,0,3,32,,,
189,300,0,3,33,,,
190,300,0,3,34,,,
191,300,0,3,35,,,
192,300,0,3,36,,,
193,300,0,3,37,,,
194,300,0,3,38,,,
195,400,3.62,3,0,,,
196,400,3.84,3,1,,,
197,400,4.21,3,2,,,
198,400,3.88,3,3,,,
199,400,4.26,3,4,,,
200,400,4.37,3,5,,,
201,400,3.8,3,6,,,
202,400,3.95,3,7,,,
203,400,3.57,3,8,,,
204,400,3.99,3,9,,,
205,400,2.32,3,10,,,
206,400,2.32,3,11,,,
207,400,2.32,3,12,,,
208,400,2.34,3,13,,,
209,400,0,3,14,,,
210,400,0,3,15,,,
211,400,0,3,16,,,
212,400,0,3,17,,,
213,400,0,3,18,,,
214,400,0,3,19,,,
215,400,0,3,20,,,
216,400,0,3,21,,,
217,400,0,3,22,,,
218,400,0,3,23,,,
219,400,0,3,24,,,
220,400,0,3,25,,,
221,400,0,3,26,,,
222,400,0,3,27,,,
223,400,0,3,28,,,
224,400,0,3,29,,,
225,400,0,3,30,,,
226,400,0,3,31,,,
227,400,0,3,32,,,
228,400,0,3,33,,,
229,400,0,3,34,,,
230,400,0,3,35,,,
231,400,0,3,36,,,
232,400,0,3,37,,,
233,400,0,3,38,,,
234,600,3.62,3,0,,90.46,0.378921794
235,600,3.84,3,1,,109.27,0.457713735
236,600,4.21,3,2,,39,0.16336447
237,600,3.88,3,3,,,
238,600,4.26,3,4,,,
239,600,4.37,3,5,,,
240,600,3.8,3,6,,,
241,600,3.95,3,7,,,
242,600,3.57,3,8,,,
243,600,3.99,3,9,,,
244,600,4.3,3,10,,,
245,600,3.79,3,11,,,
246,600,3.88,3,12,,,
247,600,8.14,3,13,,,
248,600,8.14,3,14,,,
249,600,8.14,3,15,,,
250,600,8.14,3,16,,,
251,600,8.14,3,17,,,
252,600,8.14,3,18,,,
253,600,8.14,3,19,,,
254,600,2.66,3,20,,,
255,600,2.65,3,21,,,
256,600,2.66,3,22,,,
257,600,2.67,3,23,,,
258,600,2.65,3,24,,,
259,600,0,3,25,,,
260,600,0,3,26,,,
261,600,0,3,27,,,
262,600,0,3,28,,,
263,600,0,3,29,,,
264,600,0,3,30,,,
265,600,0,3,31,,,
266,600,0,3,32,,,
267,600,0,3,33,,,
268,600,0,3,34,,,
269,600,0,3,35,,,
270,600,0,3,36,,,
271,600,0,3,37,,,
272,600,0,3,38,,,
273,800,3.62,3,0,,90.46,0.290233573
274,800,3.84,3,1,,144.31,0.46300693
275,800,4.21,3,2,,76.91,0.246759497
276,800,3.88,3,3,,,
277,800,4.26,3,4,,,
278,800,4.37,3,5,,,
279,800,3.8,3,6,,,
280,800,3.95,3,7,,,
281,800,3.57,3,8,,,
282,800,3.99,3,9,,,
283,800,4.3,3,10,,,
284,800,3.79,3,11,,,
285,800,3.88,3,12,,,
286,800,8.14,3,13,,,
287,800,8.14,3,14,,,
288,800,8.14,3,15,,,
289,800,8.14,3,16,,,
290,800,8.14,3,17,,,
291,800,8.14,3,18,,,
292,800,8.14,3,19,,,
293,800,8.14,3,20,,,
294,800,8.14,3,21,,,
295,800,8.14,3,22,,,
296,800,8.14,3,23,,,
297,800,8.14,3,24,,,
298,800,7.63,3,25,,,
299,800,7.55,3,26,,,
300,800,7.5,3,27,,,
301,800,7.59,3,28,,,
302,800,7.62,3,29,,,
303,800,7.65,3,30,,,
304,800,0,3,31,,,
305,800,0,3,32,,,
306,800,0,3,33,,,
307,800,0,3,34,,,
308,800,0,3,35,,,
309,800,0,3,36,,,
310,800,0,3,37,,,
311,800,0,3,38,,,
312,1000,3.62,3,0,,,
313,1000,3.84,3,1,,,
314,1000,4.21,3,2,,,
315,1000,3.88,3,3,,,
316,1000,4.26,3,4,,,
317,1000,4.37,3,5,,,
318,1000,3.8,3,6,,,
319,1000,3.95,3,7,,,
320,1000,3.57,3,8,,,
321,1000,3.99,3,9,,,
322,1000,4.3,3,10,,,
323,1000,3.79,3,11,,,
324,1000,3.88,3,12,,,
325,1000,8.14,3,13,,,
326,1000,8.14,3,14,,,
327,1000,8.14,3,15,,,
328,1000,8.14,3,16,,,
329,1000,8.14,3,17,,,
330,1000,8.14,3,18,,,
331,1000,8.14,3,19,,,
332,1000,8.14,3,20,,,
333,1000,8.14,3,21,,,
334,1000,8.14,3,22,,,
335,1000,8.14,3,23,,,
336,1000,8.14,3,24,,,
337,1000,8.14,3,25,,,
338,1000,8.14,3,26,,,
339,1000,8.14,3,27,,,
340,1000,8.14,3,28,,,
341,1000,8.14,3,29,,,
342,1000,8.14,3,30,,,
343,1000,8.14,3,31,,,
344,1000,8.14,3,32,,,
345,1000,7.65,3,33,,,
346,1000,8.14,3,34,,,
347,1000,8.14,3,35,,,
348,1000,8.14,3,36,,,
349,1000,8.14,3,37,,,
350,1000,8.14,3,38,,,
